total_meta_score,publication_01,publication_02,publication_03,publication_04,publication_05,publication_06,publication_07,publication_08,publication_09,publication_10,publication_11,publication_12,publication_13,publication_14,publication_15,publication_16,publication_17,publication_18,publication_19,publication_20,publication_21,publication_22,publication_24,publication_25,publication_26,publication_27,publication_28,publication_29,publication_30,publication_31,publication_32,publication_33,publication_34,publication_35,publication_36,publication_37,publication_38,publication_39,publication_40,publication_41,publication_42,publication_43,publication_44,publication_45,publication_46,publication_47,publication_48,publication_49,publication_50,publication_51,publication_52,publication_53,publication_54,publication_55,publication_56,publication_57,publication_58,publication_59,publication_60,publication_61,publication_62,publication_63,publication_64,publication_65,publication_66,publication_67,publication_68,publication_69,publication_70,publication_71,publication_72,publication_73,publication_74,publication_75,publication_76,publication_77,publication_78,publication_79,publication_80,publication_81,publication_82,publication_83,publication_84,publication_85,publication_86,publication_87,publication_88,publication_89,publication_90,publication_91,publication_92,publication_93,Sputnikmusic
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,80,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,100,NA,NA,NA,NA,NA,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,NA,60,60,NA,NA,NA,NA,79,NA,NA,70,80,NA,NA,NA,NA,70,100,NA,60,70,NA,80,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,80
78,NA,NA,67,NA,NA,NA,NA,NA,75,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,80,60,NA,NA,NA,90,NA,NA,NA,NA,NA,70,NA,80,75,90,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,80,80,NA,80,NA,NA,NA,60,58,NA,70,NA,76,NA,NA,80,80,NA,70,NA,NA,NA,NA,NA,70,NA,NA,NA,80,NA,80,80,NA,80,NA,NA,NA,NA,70,70,NA,50
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,37,NA,NA,70,NA,NA,NA,NA,NA,NA,60,NA,60,NA,60,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,86,68,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,70,NA,NA,40,NA,70
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,60,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70
66,NA,NA,30,60,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,70,75,NA,NA,60,NA,NA,60,NA,NA,NA,NA,NA,70,NA,80,NA,90,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,78,52,NA,NA,NA,NA,NA,NA,70,83,NA,80,NA,70,NA,NA,80,30,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,80,NA,82,NA,NA,NA,NA,70,NA,70,NA,50,70,NA,40
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,80,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,70,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,80,NA,70,NA,NA,NA,80,NA,NA,NA,NA,50,NA,90,NA,NA,NA,NA,NA,86
89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,80,90,NA,NA,90,NA,NA,NA,NA,NA,80,NA,NA,90,80,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,95,80,NA,80,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,80,NA,NA,90,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,70,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,70,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,72
79,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,80,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,80,70,NA,NA,NA,NA,NA,NA,75,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,50,80,80
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,70,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,90,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,70
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
79,NA,60,NA,NA,NA,NA,NA,NA,67,NA,90,NA,NA,NA,NA,NA,60,88,NA,NA,NA,NA,60,NA,NA,80,90,NA,NA,NA,80,NA,NA,NA,NA,80,80,NA,NA,NA,NA,80,NA,NA,67,NA,NA,80,NA,NA,NA,80,NA,NA,60,NA,NA,NA,80,91,NA,80,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,90,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,60,NA,40
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,30,60,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,80,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,90,NA,NA,50,NA,83,NA,NA,NA,70,NA,100,75,70,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,80,NA,85,80,NA,NA,NA,NA,91,NA,NA,NA,88,NA,NA,NA,70,NA,50,NA,NA,80,80,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,70,NA,80,NA,NA,70,NA,NA,80
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,100,NA,NA,NA,71,NA,NA,80,NA,NA,60,80,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,66
84,NA,80,89,NA,NA,NA,NA,NA,75,NA,90,NA,NA,NA,NA,NA,80,88,NA,NA,NA,NA,70,80,NA,NA,95,NA,NA,91,90,NA,80,NA,80,80,90,NA,75,NA,NA,NA,NA,80,70,NA,NA,60,NA,NA,74,82,NA,NA,80,NA,NA,NA,80,50,NA,80,NA,80,NA,NA,90,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,80,NA,NA,90,NA,NA,80,NA,80,80,NA,82
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,80,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,80
61,NA,NA,NA,80,NA,NA,50,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,98
70,NA,NA,NA,80,NA,NA,83,NA,NA,NA,70,NA,60,NA,NA,NA,80,NA,80,80,75,NA,NA,60,NA,NA,NA,NA,NA,NA,60,80,70,NA,40,NA,70,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,73,NA,NA,60,NA,NA,NA,60,67,NA,70,NA,13,NA,NA,60,70,NA,71,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,80,NA,40,70,80,NA,NA,NA,70,70,NA,80
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,80,NA,NA,76,80,NA,NA,NA,70,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
78,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,80,NA,80,NA,NA,NA,NA,80,NA,NA,NA,NA,85,NA,60,70,80,NA,80,NA,70,80,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,76,NA,NA,80,NA,80,NA,60,91,NA,80,NA,NA,NA,NA,80,NA,NA,78,NA,NA,80,NA,NA,70,72,NA,NA,NA,NA,80,80,NA,80,NA,NA,NA,NA,NA,60,60,90
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,80,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,80,NA,80,NA,60,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,73,NA,NA,NA,NA,NA,NA,60,67,NA,40,NA,69,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,70,NA,NA,NA,50,NA,NA,NA,NA,NA,60,NA,50
78,NA,NA,89,NA,NA,NA,NA,NA,75,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,80,85,80,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,50,NA,70,60,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,80,NA,NA,60,NA,NA,NA,80,NA,70,NA,NA,60,NA,NA,80,NA,70,NA,NA,76
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
84,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,70,NA,NA,80
71,NA,NA,40,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,60,NA,70,NA,NA,NA,NA,80,NA,NA,NA,90,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,70,NA,80,NA,70,NA,NA,80
72,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,80,NA,NA,NA,NA,NA,40,NA,42,NA,NA,NA,NA,NA,NA,66,NA,70,80,NA,NA,NA,60,83,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,80,NA,NA,70,NA,NA,NA,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,70
79,NA,60,NA,NA,NA,NA,NA,NA,75,NA,70,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,80,NA,60,NA,80,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,60,NA,55,60,NA,NA,NA,80,91,NA,70,NA,84,NA,NA,90,80,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,76
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
80,NA,60,NA,NA,NA,NA,83,NA,NA,90,90,NA,NA,NA,70,70,80,NA,80,NA,50,80,80,NA,NA,80,NA,NA,NA,NA,80,NA,80,NA,80,NA,80,NA,NA,NA,NA,NA,NA,70,70,NA,NA,70,90,NA,82,85,78,NA,80,80,NA,NA,80,91,NA,70,NA,NA,NA,NA,70,70,NA,86,NA,NA,80,NA,NA,70,NA,NA,70,80,NA,NA,80,NA,80,NA,NA,80,NA,60,50,80,90
76,NA,NA,67,80,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,70,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,60,70,60,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,60,NA,NA,NA,80,91,NA,70,NA,NA,NA,NA,60,70,NA,68,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,80,80,NA,NA,NA,70,80,70,60
61,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,60,NA,60,NA,NA,NA,60,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,60,60,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,40,NA,NA,NA,NA,NA,60,80,NA,60
81,NA,80,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,80,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,81,NA,NA,80,NA,NA,NA,60,83,NA,80,NA,87,NA,NA,80,80,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,80,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,58
61,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,70,50,NA,NA,NA,60,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,45,NA,NA,60,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,50,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,50,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,70
82,NA,NA,67,NA,NA,NA,100,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,80,70,80,NA,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,60,100,83,NA,NA,79,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,80,NA,80,80
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,90,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,60
70,NA,80,NA,NA,NA,NA,42,80,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,70,NA,NA,70,68,NA,NA,NA,80,NA,60,NA,70,NA,NA,NA,NA,NA,NA,NA,75,65,NA,NA,NA,NA,NA,70,NA,70,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,60,NA,NA,NA,60,70,NA,NA,NA,80,NA,NA,NA,NA,NA,50,NA,70,NA,NA,70
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,60,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,80,70
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,70
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
74,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,60,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,70,NA,NA,NA,70,NA,NA,60,NA,NA,NA,NA,70,NA,NA,60,NA,NA,NA,75,74,NA,NA,80,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,80,NA,NA,NA,80,NA,80,80,NA,70,NA,NA,NA,NA,NA,70,NA,50
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
73,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,70,NA,75,NA,NA,NA,NA,NA,70,NA,NA,80,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,60,67,NA,40,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,60,80,NA,NA,NA,NA,NA,NA,70,NA,NA,70
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,80
84,NA,NA,NA,NA,NA,NA,91,80,100,NA,90,NA,NA,NA,100,NA,80,75,100,NA,NA,80,90,NA,80,NA,NA,90,100,NA,70,NA,70,NA,80,80,80,NA,88,80,NA,50,NA,NA,100,70,NA,80,NA,NA,NA,95,88,NA,80,90,NA,NA,80,91,NA,60,NA,72,NA,NA,70,80,NA,30,100,NA,70,NA,NA,70,88,NA,NA,80,NA,90,NA,NA,70,NA,NA,70,NA,90,NA,NA,74
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,80,80,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,91,70,80,80,NA,80,NA,80,NA,NA,60,NA,NA,NA,80,90,NA,NA,80,NA,NA,NA,81,82,NA,80,30,80,NA,80,75,NA,90,NA,89,NA,NA,60,NA,NA,62,NA,NA,70,NA,NA,40,NA,NA,NA,NA,NA,80,80,NA,70,NA,NA,90,NA,80,70,80,70
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84
